설문번호,그룹번호,설문문항번호,설문보기번호,설문보기
1330,11,5,3,보통
1330,11,5,4,불만
1330,11,5,5,매우불만
1330,11,6,1,매우만족
1330,11,6,2,만족
1330,11,6,3,보통
1330,11,6,4,불만
1330,11,6,5,매우불만
1330,11,7,1,매우만족
1330,11,7,2,만족
1330,11,7,3,보통
1330,11,7,4,불만
1330,11,7,5,매우불만
1330,12,12,1,매우만족
1330,12,12,2,만족
1330,12,12,3,보통
1330,12,12,4,불만
1330,12,12,5,매우불만
1330,12,13,1,매우만족
1330,12,13,2,만족
1330,12,13,3,보통
1330,12,13,4,불만
1330,12,13,5,매우불만
1330,12,14,1,매우만족
1330,12,14,2,만족
1330,12,14,3,보통
1330,12,14,4,불만
1330,12,14,5,매우불만
1330,12,15,1,매우만족
1330,12,15,2,만족
1330,12,15,3,보통
1330,12,15,4,불만
1330,12,15,5,매우불만
1330,13,1,1,매우 높음
1330,13,1,2,높음
1330,13,1,3,다소 높음
1330,13,1,4,보통
1330,13,1,5,다소 낮음
1330,13,1,6,낮음
1330,13,1,7,매우 낮음
1330,13,3,1,강사의 강의역량
1330,13,3,2,다양한 교수기법(참여형) 도입
1330,13,3,3,교육내용의 업무연계성 강화 
1330,13,3,4,충실한 교육자료
1330,13,3,5,교육생의 학습의지
1330,13,3,6,충분한 교육시간 확보
1374,1,3,1,5급이상
1374,1,3,2,6급(상당)
1374,1,3,3,7급(상당)
1374,1,3,4,8급
1374,1,3,5,9급 이하 및 기타
1374,1,4,1,5년 이하
1374,1,4,2,6년~10년
1374,1,4,3,11~15년
1374,1,4,4,16년~20년
1374,1,4,5,20년 초과
1374,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
1374,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
1374,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
1374,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
1374,1,10,1,시 본청
1374,1,10,2,구(군)
1374,1,10,3,직속기관/사업소
1374,1,10,4,기타(공사/ 공단 등)
1374,1,11,1,6개월 미만
1374,1,11,2,6개월~1년 미만
1374,1,11,3,1년~2년 미만
1374,1,11,4,2년~3년 미만
1374,1,11,5,3년 이상
1374,13,3,1,즉시
1374,13,3,2,일주일 이내
1374,13,3,3,한달 이내
1374,13,3,4,2~3개월 후
1374,13,3,5,현업 미적용
1374,13,4,1,교육내용이 업무와 무관해서
1374,13,4,2,적용할만한 새로운 내용이 없어서  
1374,13,4,3,부서 환경이 허용적이지 않아서
1374,13,4,4,업무가 과중해서
1374,13,4,5,적용할 업무의 시행시기가 아직 되지않아서
1374,18,3,1,매우 높음
1374,18,3,2,높음
1374,18,3,3,보통
1374,18,3,4,낮음
1374,18,3,5,매우 낮음
1374,18,4,1,매우 높음
1374,18,4,2,높음
1374,18,4,3,보통
1374,18,4,4,낮음
1374,18,4,5,매우 낮음
1374,18,5,1,매우 높음
1374,18,5,2,높음
1374,18,5,3,보통
1374,18,5,4,낮음
1374,18,5,5,매우 낮음
1374,18,6,1,매우 높음
1374,18,6,2,높음
1374,18,6,3,보통
1374,18,6,4,낮음
1374,18,6,5,매우 낮음
1374,18,7,1,매우 높음
1374,18,7,2,높음
1374,18,7,3,보통
1374,18,7,4,낮음
1374,18,7,5,매우 낮음
1374,18,8,1,매우 높음
1374,18,8,2,높음
1374,18,8,3,보통
1374,18,8,4,낮음
1374,18,8,5,매우 낮음
1374,22,3,1,매우 높음
1374,22,3,2,높음
1374,22,3,3,보통
1374,22,3,4,낮음
1374,22,3,5,매우 낮음
1374,22,4,1,매우 높음
1374,22,4,2,높음
1374,22,4,3,보통
1374,22,4,4,낮음
1374,22,4,5,매우 낮음
1374,22,5,1,매우 높음
1374,22,5,2,높음
1374,22,5,3,보통
1374,22,5,4,낮음
1374,22,5,5,매우 낮음
1374,22,9,1,매우 높음
1374,22,9,2,높음
1374,22,9,3,보통
1374,22,9,4,낮음
1374,22,9,5,매우 낮음
1374,22,10,1,매우 높음
1374,22,10,2,높음
1374,22,10,3,보통
1374,22,10,4,낮음
1374,22,10,5,매우 낮음
1374,23,3,1,학습내용과 업무의 관련성
1374,23,3,2,업무에 적용할 수  있는 실무적이고 구체적인 교육내용
1374,23,3,3,"허용적인 부서환경(업무적용에 필요한 자원‧도구 제공, 구성원의 협조)"
1374,23,3,4,교육 후 자신감 제고･ 마인드 변화
1374,23,3,5,업무부담 경감(시간적인 여유)
1374,23,4,1,학습내용에 대한 이해 어려움(부족)
1374,23,4,2,교육내용과 실제업무의 불일치 
1374,23,4,3,"부서 환경이 비협조적(업무적용에 필요한 자원‧도구 부족, 구성원 비협조)"
1374,23,4,4,본인의 실천의지 부족
1374,23,4,5,업무과중(시간적 여유 부족)
1374,26,8,1,매우 높음
1374,26,8,2,높음
1374,26,8,3,보통
1374,26,8,4,낮음
1374,26,8,5,매우 낮음
1374,26,9,1,매우 높음
1374,26,9,2,높음
1374,26,9,3,보통
1374,26,9,4,낮음
1374,26,9,5,매우 낮음
1374,26,10,1,매우 높음
1374,26,10,2,높음
1374,26,10,3,보통
1374,26,10,4,낮음
1374,26,10,5,매우 낮음
1374,26,11,1,매우 높음
1374,26,11,2,높음
1374,26,11,3,보통
1374,26,11,4,낮음
1374,26,11,5,매우 낮음
1374,26,12,1,매우 높음
1374,26,12,2,높음
1374,26,12,3,보통
1374,26,12,4,낮음
1374,26,12,5,매우 낮음
1374,26,13,1,매우 높음
1374,26,13,2,높음
1374,26,13,3,보통
1374,26,13,4,낮음
1374,26,13,5,매우 낮음
1374,26,14,1,매우 높음
1374,26,14,2,높음
1374,26,14,3,보통
1374,26,14,4,낮음
1374,26,14,5,매우 낮음
1374,26,15,1,매우 높음
1374,26,15,2,높음
1374,26,15,3,보통
1374,26,15,4,낮음
1374,26,15,5,매우 낮음
1374,26,16,1,매우 높음
1374,26,16,2,높음
1374,26,16,3,보통
1374,26,16,4,낮음
1374,26,16,5,매우 낮음
1374,26,17,1,매우 높음
1374,26,17,2,높음
1374,26,17,3,보통
1374,26,17,4,낮음
1374,26,17,5,매우 낮음
1374,26,18,1,매우 높음
1374,26,18,2,높음
1374,26,18,3,보통
1374,26,18,4,낮음
1374,26,18,5,매우 낮음
1374,26,19,1,매우 높음
1374,26,19,2,높음
1374,26,19,3,보통
1374,26,19,4,낮음
1374,26,19,5,매우 낮음
1393,1,2,1,남
1393,1,2,2,여
1393,1,3,1,5급이상
1393,1,3,2,6급(상당)
1393,1,3,3,7급(상당)
1393,1,3,4,8급
1393,1,3,5,9급 이하 및 기타
1393,1,4,1,5년 이하
1393,1,4,2,6년~10년
1393,1,4,3,11~15년
1393,1,4,4,16년~20년
1393,1,4,5,20년 이상
1393,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
1393,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
1393,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
1393,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
1393,1,10,1,시 본청
1393,1,10,2,구(군)
1393,1,10,3,직속기관/사업소
1393,1,10,4,기타(공사/ 공단 등)
1393,6,1,1,매우만족
1393,6,1,2,만족
1393,6,1,3,보통
1393,6,1,4,불만
1393,6,1,5,매우불만
1393,9,5,1,직무수행 능력의 향상
1393,9,5,2,개인적인 자기계발
1393,9,5,3,의무 교육이수시간 취득
1393,9,5,4,심신의 재충전
1393,9,5,5,기타
1393,9,6,1,매우높음
1393,9,6,2,높음
1393,9,6,3,보통
1393,9,6,4,낮음
1393,9,6,5,매우낮음
1393,9,7,1,매우 그렇다
1393,9,7,2,그렇다
1393,9,7,3,보통이다
1393,9,7,4,아니다
1393,9,7,5,전혀 아니다
1393,10,1,1,매우만족
1393,10,1,2,만족
1393,10,1,3,보통
1393,10,1,4,불만
1393,10,1,5,매우불만
1393,10,3,1,매우만족
1393,10,3,2,만족
1393,10,3,3,보통
1393,10,3,4,불만
1393,10,3,5,매우불만
1393,11,3,1,매우만족
1393,11,3,2,만족
1393,11,3,3,보통
1393,11,3,4,불만
1393,11,3,5,매우불만
1393,11,4,1,매우만족
1393,11,4,2,만족
1393,11,4,3,보통
1393,11,4,4,불만
1393,11,4,5,매우불만
1393,11,5,1,매우만족
1393,11,5,2,만족
1393,11,5,3,보통
1393,11,5,4,불만
1393,11,5,5,매우불만
1393,11,6,1,매우만족
1393,11,6,2,만족
1393,11,6,3,보통
1393,11,6,4,불만
1393,11,6,5,매우불만
1393,11,7,1,매우만족
1393,11,7,2,만족
1393,11,7,3,보통
1393,11,7,4,불만
1393,11,7,5,매우불만
1393,12,12,1,매우만족
1393,12,12,2,만족
1393,12,12,3,보통
1393,12,12,4,불만
1393,12,12,5,매우불만
1393,12,13,1,매우만족
1393,12,13,2,만족
1393,12,13,3,보통
1393,12,13,4,불만
1393,12,13,5,매우불만
1393,12,14,1,매우만족
1393,12,14,2,만족
1393,12,14,3,보통
1393,12,14,4,불만
1393,12,14,5,매우불만
1393,12,15,1,매우만족
1393,12,15,2,만족
1393,12,15,3,보통
1393,12,15,4,불만
1393,12,15,5,매우불만
1393,13,1,1,매우 높음
1393,13,1,2,높음
1393,13,1,3,다소 높음
1393,13,1,4,보통
1393,13,1,5,다소 낮음
1393,13,1,6,낮음
1393,13,1,7,매우 낮음
1393,13,3,1,강사의 강의역량
1393,13,3,2,다양한 교수기법(참여형) 도입
1393,13,3,3,교육내용의 업무연계성 강화 
1393,13,3,4,충실한 교육자료
1393,13,3,5,교육생의 학습의지
1393,13,3,6,충분한 교육시간 확보
1394,1,2,1,남
1394,1,2,2,여
1394,1,3,1,5급이상
1394,1,3,2,6급(상당)
1394,1,3,3,7급(상당)
1394,1,3,4,8급
1394,1,3,5,9급 이하 및 기타
1394,1,4,1,5년 이하
1394,1,4,2,6년~10년
1394,1,4,3,11~15년
1394,1,4,4,16년~20년
1394,1,4,5,20년 이상
1394,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
1394,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
1394,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
1394,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
1394,1,10,1,시 본청
1394,1,10,2,구(군)
1394,1,10,3,직속기관/사업소
1394,1,10,4,기타(공사/ 공단 등)
1394,6,1,1,매우만족
1394,6,1,2,만족
1394,6,1,3,보통
1394,6,1,4,불만
1394,6,1,5,매우불만
1394,9,5,1,직무수행 능력의 향상
1394,9,5,2,개인적인 자기계발
1394,9,5,3,의무 교육이수시간 취득
1394,9,5,4,심신의 재충전
1394,9,5,5,기타
1394,9,6,1,매우높음
1394,9,6,2,높음
1394,9,6,3,보통
1394,9,6,4,낮음
1394,9,6,5,매우낮음
1394,9,7,1,매우 그렇다
1394,9,7,2,그렇다
1394,9,7,3,보통이다
1394,9,7,4,아니다
1394,9,7,5,전혀 아니다
1394,10,1,1,매우만족
1394,10,1,2,만족
1394,10,1,3,보통
1394,10,1,4,불만
1394,10,1,5,매우불만
1394,10,3,1,매우만족
1394,10,3,2,만족
1394,10,3,3,보통
1394,10,3,4,불만
1394,10,3,5,매우불만
1394,11,3,1,매우만족
1394,11,3,2,만족
1394,11,3,3,보통
1394,11,3,4,불만
1394,11,3,5,매우불만
1394,11,4,1,매우만족
1394,11,4,2,만족
1394,11,4,3,보통
1394,11,4,4,불만
1394,11,4,5,매우불만
1394,11,5,1,매우만족
1394,11,5,2,만족
1394,11,5,3,보통
1394,11,5,4,불만
1394,11,5,5,매우불만
1394,11,6,1,매우만족
1394,11,6,2,만족
1394,11,6,3,보통
1394,11,6,4,불만
1394,11,6,5,매우불만
1394,11,7,1,매우만족
1394,11,7,2,만족
1394,11,7,3,보통
1394,11,7,4,불만
1394,11,7,5,매우불만
1394,12,12,1,매우만족
1394,12,12,2,만족
1394,12,12,3,보통
1394,12,12,4,불만
1394,12,12,5,매우불만
1394,12,13,1,매우만족
1394,12,13,2,만족
1394,12,13,3,보통
1394,12,13,4,불만
1394,12,13,5,매우불만
1394,12,14,1,매우만족
1394,12,14,2,만족
1394,12,14,3,보통
1394,12,14,4,불만
1394,12,14,5,매우불만
1394,12,15,1,매우만족
1394,12,15,2,만족
1394,12,15,3,보통
1394,12,15,4,불만
1394,12,15,5,매우불만
1394,13,1,1,매우 높음
1394,13,1,2,높음
1394,13,1,3,다소 높음
1394,13,1,4,보통
1394,13,1,5,다소 낮음
1394,13,1,6,낮음
1394,13,1,7,매우 낮음
1394,13,3,1,강사의 강의역량
1394,13,3,2,다양한 교수기법(참여형) 도입
1394,13,3,3,교육내용의 업무연계성 강화 
1394,13,3,4,충실한 교육자료
1394,13,3,5,교육생의 학습의지
1394,13,3,6,충분한 교육시간 확보
1399,1,2,1,남
1399,1,2,2,여
1399,1,3,1,5급이상
1399,1,3,2,6급(상당)
1399,1,3,3,7급(상당)
1399,1,3,4,8급
1399,1,3,5,9급 이하 및 기타
1399,1,4,1,5년 이하
1399,1,4,2,6년~10년
1399,1,4,3,11~15년
1399,1,4,4,16년~20년
1399,1,4,5,20년 이상
1399,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
1399,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
1399,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
1399,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
1399,1,10,1,시 본청
1399,1,10,2,구(군)
1399,1,10,3,직속기관/사업소
1399,1,10,4,기타(공사/ 공단 등)
1399,6,1,1,매우만족
1399,6,1,2,만족
1399,6,1,3,보통
1399,6,1,4,불만
1399,6,1,5,매우불만
1399,9,5,1,직무수행 능력의 향상
1399,9,5,2,개인적인 자기계발
1399,9,5,3,의무 교육이수시간 취득
1399,9,5,4,심신의 재충전
1399,9,5,5,기타
1399,9,6,1,매우높음
1399,9,6,2,높음
1399,9,6,3,보통
1399,9,6,4,낮음
1399,9,6,5,매우낮음
1399,9,7,1,매우 그렇다
1399,9,7,2,그렇다
1399,9,7,3,보통이다
1399,9,7,4,아니다
1399,9,7,5,전혀 아니다
1399,10,1,1,매우만족
1399,10,1,2,만족
1399,10,1,3,보통
1399,10,1,4,불만
1399,10,1,5,매우불만
1399,10,3,1,매우만족
1399,10,3,2,만족
1399,10,3,3,보통
1399,10,3,4,불만
1399,10,3,5,매우불만
1399,11,3,1,매우만족
1399,11,3,2,만족
1399,11,3,3,보통
1399,11,3,4,불만
1399,11,3,5,매우불만
1399,11,4,1,매우만족
1399,11,4,2,만족
1399,11,4,3,보통
1399,11,4,4,불만
1399,11,4,5,매우불만
1399,11,5,1,매우만족
1399,11,5,2,만족
1399,11,5,3,보통
1399,11,5,4,불만
1399,11,5,5,매우불만
1399,11,6,1,매우만족
1399,11,6,2,만족
1399,11,6,3,보통
1399,11,6,4,불만
1399,11,6,5,매우불만
1399,11,7,1,매우만족
1399,11,7,2,만족
1399,11,7,3,보통
1399,11,7,4,불만
1399,11,7,5,매우불만
1399,12,12,1,매우만족
1399,12,12,2,만족
1399,12,12,3,보통
1399,12,12,4,불만
1399,12,12,5,매우불만
1399,12,13,1,매우만족
1399,12,13,2,만족
1399,12,13,3,보통
1399,12,13,4,불만
1399,12,13,5,매우불만
1399,12,14,1,매우만족
1399,12,14,2,만족
1399,12,14,3,보통
1399,12,14,4,불만
1399,12,14,5,매우불만
1399,12,15,1,매우만족
1399,12,15,2,만족
1399,12,15,3,보통
1399,12,15,4,불만
1399,12,15,5,매우불만
1399,13,1,1,매우 높음
1399,13,1,2,높음
1399,13,1,3,다소 높음
1399,13,1,4,보통
1399,13,1,5,다소 낮음
1399,13,1,6,낮음
1399,13,1,7,매우 낮음
1399,13,3,1,강사의 강의역량
1399,13,3,2,다양한 교수기법(참여형) 도입
1399,13,3,3,교육내용의 업무연계성 강화 
1399,13,3,4,충실한 교육자료
1399,13,3,5,교육생의 학습의지
1399,13,3,6,충분한 교육시간 확보
1435,1,12,1,시
1435,1,12,2,사업소
1435,1,12,3,구·군
1435,1,13,1,4급 이상
1435,1,13,2,5급
1435,1,13,3,6급
1435,1,13,4,7급
1435,1,13,5,8급
1435,1,13,6,9급
1435,1,15,1,매우만족
1435,1,15,2,만족
1435,1,15,3,보통
1435,1,15,4,불만
1435,1,15,5,매우불만
1435,1,16,1,매우만족
1435,1,16,2,만족
1435,1,16,3,보통
1435,1,16,4,불만
1435,1,16,5,매우불만
1435,1,17,1,자기계발
1435,1,17,2,건강
1435,1,17,3,"경제, 재테크"
1435,1,17,4,"역사, 인문학"
1435,1,17,5,기타
1435,1,18,1,오전 8시
1435,1,18,2,오전 9시
1435,1,18,3,오전 10시
1435,1,18,4,오후 2시
1435,1,18,5,오후 3시
1435,1,18,6,기타
1437,1,3,1,5급이상
1437,1,3,2,6급(상당)
1437,1,3,3,7급(상당)
1437,1,3,4,8급
1437,1,3,5,9급 이하 및 기타
1437,1,4,1,5년 이하
1437,1,4,2,6년~10년
1437,1,4,3,11~15년
1437,1,4,4,16년~20년
1437,1,4,5,20년 이상
1437,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
1437,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
1437,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
1437,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
1437,1,10,1,시 본청
1437,1,10,2,구(군)
1437,1,10,3,직속기관/사업소
1437,1,10,4,기타(공사/ 공단 등)
1437,1,11,1,6개월 미만
1437,1,11,2,6개월~1년
1437,1,11,3,1년~2년 미만
1437,1,11,4,2년~3년 미만
1437,1,11,5,3년 이상
1437,13,3,1,1 수준_최하
1437,13,3,2,2 수준_하
1437,13,3,3,3 수준_하
1437,13,3,4,4 수준_중
1437,13,3,5,5 수준_중
1437,13,3,6,6 수준_중
1437,13,3,7,7 수준_중
1437,13,3,8,8 수준_상
1437,13,3,9,9 수준_상
1437,13,3,10,10 수준_최상
1437,14,3,1,1 수준_최하
1437,14,3,2,2 수준_하
1437,14,3,3,3 수준_하
1437,14,3,4,4 수준_중
1437,14,3,5,5 수준_중
1437,14,3,6,6 수준_중
1437,14,3,7,7 수준_중
1437,14,3,8,8 수준_상
1437,14,3,9,9 수준_상
1437,14,3,10,10 수준_최상
1437,15,3,1,1 수준_최하
1437,15,3,2,2 수준_하
1437,15,3,3,3 수준_하
1437,15,3,4,4 수준_중
1437,15,3,5,5 수준_중
1437,15,3,6,6 수준_중
1437,15,3,7,7 수준_중
1437,15,3,8,8 수준_상
1437,15,3,9,9 수준_상
1437,15,3,10,10 수준_최상
1437,16,3,1,1 수준_최하
1437,16,3,2,2 수준_하
1437,16,3,3,3 수준_하
1437,16,3,4,4 수준_중
1437,16,3,5,5 수준_중
1437,16,3,6,6 수준_중
1437,16,3,7,7 수준_중
1437,16,3,8,8 수준_상
1437,16,3,9,9 수준_상
1437,16,3,10,10 수준_최상
1437,17,3,1,1 수준_최하
1437,17,3,2,2 수준_하
1437,17,3,3,3 수준_하
1437,17,3,4,4 수준_중
1437,17,3,5,5 수준_중
1437,17,3,6,6 수준_중
1437,17,3,7,7 수준_중
1437,17,3,8,8 수준_상
1437,17,3,9,9 수준_상
1437,17,3,10,10 수준_최상
1438,1,3,1,5급이상
1438,1,3,2,6급(상당)
1438,1,3,3,7급(상당)
1438,1,3,4,8급
1438,1,3,5,9급 이하 및 기타
1438,1,4,1,5년 이하
1438,1,4,2,6년~10년
1438,1,4,3,11~15년
1438,1,4,4,16년~20년
1438,1,4,5,20년 이상
1438,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
1438,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
1438,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
1438,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
1438,1,10,1,시 본청
1438,1,10,2,구(군)
1438,1,10,3,직속기관/사업소
1438,1,10,4,기타(공사/ 공단 등)
1438,1,11,1,6개월 미만
1438,1,11,2,6개월~1년
1438,1,11,3,1년~2년 미만
1438,1,11,4,2년~3년 미만
1438,1,11,5,3년 이상
1438,13,3,1,1 (최하) : 근로기준법 등 법규정 100%를 소관부서 등에 질의해야만 적용가능함. / 이로인해 유관부서에서도 행정력 낭비가 매우 심함.
1438,13,3,2,2 (하) : 근로기준법 등 법규정 50%를 소관부서 등에 질의해야 적용가능함. / 이로인해 유관부서에서도 행정력 낭비가 심함.
1438,13,3,3,3 (하) : 근로기준법 등 법규정 20% 사항을 소관부서 등에 질의해야 적용가능함. / 이로인해 유관부서의 행정력 소모가 어느정도 있음.
1438,13,3,4,4 (중) : 근로기준법 등 법규정 몇가지 사항을 소관부서에 질의해야 적용가능함. / 이로인해 유관부서에서도 행정력 소모가 약간 있음.
1438,13,3,5,5 (중) : 근로기준법 등 법규정 일부분 주변 도움만으로 적용가능 / 이로인해 유관부서의 행정력이 미미하게 지원됨.
1438,13,3,6,6 (중) : 근로기준법 등 법규정 일부분 스스로 확인만으로 적용가능 / 이로인해 유관부서의 행정력이 필요한 경우도 있음.
1438,13,3,7,7 (중) :근로기준법 등 법규정 약간의 스스로 확인만으로 적용가능 / 이로인해 유관부서의 행정력이 대부분 필요하지 않음.
1438,13,3,8,8 (상) : 근로기준법 등 법규정 상당부분을 숙달하고 있음 / 유관부서의 행정력 낭비없이 독립적으로 업무를 처리함.
1438,13,3,9,9 (상) : 근로기준법 등 법규정 대부분 사항을 이미 숙달하고 있음 / 독립적으로 업무를 처리하여 해당업무의 정확성과 능률을 높임. 
1438,13,3,10,10 (최상) :근로기준법 등 법규정 모든 사항을 완벽히 숙달하고 있음/ 독립적으로 업무를 처리하고 사례를 전파해 전체업무 추진속도를 높임.
1438,18,3,1,1 (최하) :  해당년도 단체협약 사항을 전혀 알고 있지 않음/ 이로인해 당사자들이 협약의 적용 혜택을 전혀 받지 못함.
1438,18,3,2,2 (하) : 해당년도 단체협약 내용의 100%를 소관부서 등에 질의해야만 적용가능함. / 협약적용이 상당히 지연되어 당사자들의 불만이 높음
1438,18,3,3,3 (하) : 해당년도 단체협약 내용의 50%를 소관부서 등에 질의해야 적용가능함. / 협약적용이 부분적으로 지연되어 당사자들의 불만이 있음
1438,18,3,4,4 (중) : 해당년도 단체협약 내용의 20% 사항을 소관부서 등에 질의해야 적용가능함. / 협약적용이 지연되어 당사자들의 문제 제기가 있음.
1438,18,3,5,5 (중) : 해당년도 단체협약에 대해 몇가지 사항은 소관부서에 질의해야 적용가능함. / 협약이 순차적으로 적용되고 있으며 당사자들의 문의가 있었음
1438,18,3,6,6 (중) : 해당년도 단체협약에 대해 일부분 스스로 확인만으로 적용가능 / 협약이 적용되고 있으며 당사자들의 문의가 일부 있었음
1438,18,3,7,7 (중) : 해당년도 단체협약에 대해 약간의 스스로 확인만으로 적용가능 / 상당 부분에 순조롭게 협약 적용이 되고 있고 당사자에게 사후 안내를 할 것임.
1438,18,3,8,8 (상) : 해당년도 단체협약의 상당부분을 숙달·이해하고 있음 / 대부분의 부문에 순조롭게 협약적용이 되었고 당사자에게 사전 안내를 하였음.
1438,18,3,9,9 (상) : 해당년도 단체협약의 대부분 사항을 이미 숙달·이해하고 있음 / 대부분의 부분에 협약이 이미 적용되고 있어 당사자들이 만족함.
1438,18,3,10,10 (최상) :해당년도 단체협약의 모든 사항을 완벽히 숙달·이해하고 있음/ 모든 부문에 협약이 적용완료되어 당사자들이 매우 신뢰함.
1438,19,3,1,1 (최하) : 근로계약·복무관리가 매우 불확실하게 이루어져 / 복무감사·근태점검시 많은 지적사항이 발생할 것 같음.
1438,19,3,2,2 (하) : 근로계약·복무관리가 불확실한 부분이 있어 / 복무감사·근태점검시 2건정도 지적사항이 발생할 것 같음.
1438,19,3,3,3 (하) : 근로계약·복무관리가 일부 확실하게 되지 않은 부분이 있어 / 복무감사·근태점검시 1건정도 지적사항이 발생할 것 같음.
1438,19,3,4,4 (중) : 근로계약·복무관리가 규정에 맞게 처리하도록 노력하였지만/ 복무감사·근태점검시 지적사항이 발생할 수도 있을 것 같음.
1438,19,3,5,5 (중) : 근로계약·복무관리가 규정을 확인하면서 처리되어 / 복무감사·근태점검시 지적사항이 발생하지 않을 확률이 높음.
1438,19,3,6,6  (중) : 근로계약·복무관리가 상당부분 규정에 맞게 이루여져서 / 복무감사·근태점검시 지적사항이 발생하지 않을 것임.
1438,19,3,7,7 (중) : 근로계약·복무관리가 대부분 규정에 맞게 이루어져서 / 복무감사·근태점검시 지적사항이 발생할 가능성이 전혀 없음
1438,19,3,8,8 (상) : 근로계약·복무관리가 모두 대부분 정확하게 이루어져서/ 복무감사·근태점검시 복무관리·근로계약서에 대해서는 자신이 있음.
1438,19,3,9,9 (상) : 근로계약·복무관리가 모두 매우 정확하게 이루어져서/ 복무감사·근태점검시 우수사례로 선정될 수 도 있을 것 같음.
1438,19,3,10,10 (최상) :근로계약·복무관리가 모두 완벽히 정확하게 이루어져서/ 복무감사·근태점검시 우수사례로 선정될 것임.
1438,20,3,1,1 (최하) : 급여·수당 및 퇴직금 등 처리가 요청일자 대비 매우 늦음/ 당사자들의 잦은 불만·독촉 등이 발생함. 
1438,20,3,2,2 (하) : 급여·수당 및 퇴직금 등 처리가 요청일자 대비 2일정도 늦음/ 당사자들의 불만·독촉 등이 종종 발생함. 
1438,20,3,3,3 (하) : 급여·수당 및 퇴직금 등 처리가 요청일자 대비 1일정도 늦음/ 당사자들의 불만·독촉 등이 발생하기도 함. 
1438,20,3,4,4 (중) : 급여·수당 및 퇴직금 등 처리가 요청일자 대비 약간 늦음/ 당사자들의 불만·독촉 등이 매우 간혹 있기도 함.
1438,20,3,5,5 (중) : 급여·수당 및 퇴직금 등 처리가 요청일자 대비 일부분 맞추어 완료/ 당사자들이 대부분 이의가 없음.
1438,20,3,6,6  (중) : 급여·수당 및 퇴직금 등 처리가 요청일자 대비 대부분 맞추어 완료/ 당사자들의 이의가 없음.
1438,20,3,7,7 (중) : 급여·수당 및 퇴직금 등 처리가 요청일자 대비 향상 맞추어 완료/ 당사자들이 업무처리속도에 만족함.
1438,20,3,8,8 (상) : 급여·수당 및 퇴직금 등 처리가 요청일자보다 신속하게 진행/ 당사자들이 업무처리속도에 매우 만족함.
1438,20,3,9,9 (상) : 급여·수당 및 퇴직금 등 처리가 요청일자보다 평균 1일이상 빠름/ 당사자들이 업무처리속도와 정확성에 대해 높이 평가함
1438,20,3,10,10 (최상) :급여·수당 및 퇴직금 등 처리가 요청일자보다 평균 2일이상 빠름/ 당사자들이 업무처리속도와 정확성에 대해 매우 높이 평가함.
1439,1,3,1,5급이상
1439,1,3,2,6급(상당)
1439,1,3,3,7급(상당)
1439,1,3,4,8급
1439,1,3,5,9급 이하 및 기타
1439,1,4,1,5년 이하
1439,1,4,2,6년~10년
1439,1,4,3,11~15년
1439,1,4,4,16년~20년
1439,1,4,5,20년 이상
1439,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
1439,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
1439,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
1439,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
1439,1,10,1,시 본청
1439,1,10,2,구(군)
1439,1,10,3,직속기관/사업소
1439,1,10,4,기타(공사/ 공단 등)
1439,1,11,1,6개월 미만
1439,1,11,2,6개월~1년
1439,1,11,3,1년~2년 미만
1439,1,11,4,2년~3년 미만
1439,1,11,5,3년 이상
1439,13,3,1,1 수준_최하
